order,family,Genus,species,mass_g,gestation_mo,newborn_g,weaning_mo,wean_mass_g,AFR_mo,max_life_mo,litter_size,litters_per_year
Rodentia,Sciuridae,Paraxerus,palliatus,295,2.05,15.21,NA,NA,NA,NA,1.58,1
Rodentia,Sciuridae,Paraxerus,cepapi,216,1.88,12.88,1.33,NA,6.09,NA,1.97,2
Rodentia,Sciuridae,Petaurista,leucogenys,NA,NA,5,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Petaurista,elegans,1273.33,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Sciuridae,Petaurista,magnificus,1780,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Sciuridae,Petaurista,philippensis,NA,1.5,56,3,NA,NA,NA,1,NA
Rodentia,Sciuridae,Petaurista,petaurista,1330,NA,NA,2.25,NA,NA,192,2,NA
Rodentia,Sciuridae,Petinomys,genibarbis,110,1.77,NA,NA,NA,NA,NA,1,NA
Rodentia,Sciuridae,Petinomys,setosus,42.25,NA,NA,NA,NA,NA,NA,1.5,NA
Rodentia,Sciuridae,Petinomys,vordermanni,37,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Sciuridae,Petinomys,fuscocapillus,712,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Sciuridae,Pteromys,volans,130,1,NA,1.5,NA,NA,NA,2.6,1.5
Rodentia,Sciuridae,Ratufa,indica,1060,2.75,NA,NA,NA,NA,240,1,NA
Rodentia,Sciuridae,Ratufa,macroura,1280,0.93,NA,2.25,NA,24,NA,3.33,1.5
Rodentia,Sciuridae,Ratufa,bicolor,2150,1.05,77,NA,NA,35.45,NA,1.8,2
Rodentia,Sciuridae,Rhinosciurus,laticaudatus,221,NA,NA,NA,NA,NA,NA,1.43,NA
Rodentia,Sciuridae,Sciurillus,pusillus,39,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Sciuridae,Sciurus,aureogaster,595,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Sciuridae,Sciurus,yucatanensis,225,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Sciuridae,Sciurus,alleni,461,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Sciuridae,Sciurus,arizonensis,760.5,NA,NA,NA,NA,NA,NA,3.05,1
Rodentia,Sciuridae,Sciurus,griseus,751.67,1.44,NA,2,NA,10.5,120,3.7,1.11
Rodentia,Sciuridae,Sciurus,aberti,702.5,1.43,12,2.5,355,10.75,NA,3.52,1.5
Rodentia,Sciuridae,Sciurus,niger,803.7,1.49,15.44,2.5,NA,11.81,NA,2.71,1.64
Rodentia,Sciuridae,Sciurus,carolinensis,540.33,1.43,15.15,2.14,165,10.48,283,3.46,1.83
Rodentia,Sciuridae,Sciurus,granatensis,374,NA,9.5,2,NA,NA,84,1.93,1.95
Rodentia,Sciuridae,Sciurus,vulgaris,324.75,1.25,9.57,2.15,NA,9.52,144,5.1,2.22
Rodentia,Sciuridae,Spermophilopsis,leptodactylus,NA,1.5,NA,NA,NA,NA,NA,4.42,1
Rodentia,Sciuridae,Spermophilus,relictus,600,NA,NA,NA,NA,12,NA,NA,NA
Rodentia,Sciuridae,Spermophilus,parryii,751,0.83,NA,NA,NA,11.34,NA,6.3,NA
Rodentia,Sciuridae,Spermophilus,mohavensis,190,0.92,4.5,1.2,30,NA,NA,6.8,NA
Rodentia,Sciuridae,Spermophilus,dauricus,200,NA,NA,NA,NA,NA,NA,NA,0.91
Rodentia,Sciuridae,Spermophilus,lateralis,157.6,1,6.26,1.22,74.16,20.94,84,5.12,0.94
Rodentia,Sciuridae,Spermophilus,beldingi,278.5,0.87,6.94,0.86,60.5,11.64,132,5.23,0.94
Rodentia,Sciuridae,Spermophilus,armatus,308,0.79,NA,0.7,102.25,11.37,NA,5.73,0.96
Rodentia,Sciuridae,Spermophilus,canus,NA,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Sciuridae,Spermophilus,erythrogenys,NA,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Sciuridae,Spermophilus,pygmaeus,136,0.88,NA,NA,NA,NA,NA,NA,1
Rodentia,Sciuridae,Spermophilus,major,NA,NA,NA,NA,200,NA,NA,NA,1
Rodentia,Sciuridae,Spermophilus,mollis,165.4,0.78,3.95,1.13,NA,12,NA,NA,1
Rodentia,Sciuridae,Spermophilus,nayaritensis,707,NA,NA,NA,NA,NA,NA,2.5,1
Rodentia,Sciuridae,Spermophilus,columbianus,466.33,0.84,9.37,0.96,98.62,17.63,NA,3.43,1
Rodentia,Sciuridae,Spermophilus,saturatus,275,0.93,5.97,1.43,113.47,12,48,4.16,1
Rodentia,Sciuridae,Spermophilus,undulatus,840,0.92,11.08,NA,109.9,NA,NA,4.27,1
Rodentia,Sciuridae,Spermophilus,mexicanus,130.95,0.97,4.1,3,NA,12,NA,5,1
Rodentia,Sciuridae,Spermophilus,elegans,401.05,0.8,6.02,1.25,80,NA,NA,5.35,1
Rodentia,Sciuridae,Spermophilus,tereticaudus,163.33,0.93,3.9,1.28,75,10.69,NA,5.4,1
Rodentia,Sciuridae,Spermophilus,brunneus,205,NA,NA,NA,NA,NA,NA,5.5,1
Rodentia,Sciuridae,Spermophilus,beecheyi,609.33,0.97,10,1.35,89,11.6,NA,5.66,1
Rodentia,Sciuridae,Spermophilus,fulvus,596,1,NA,NA,NA,NA,NA,6,1
Rodentia,Sciuridae,Spermophilus,suslicus,NA,0.8,NA,1.13,NA,12,NA,6,1
Rodentia,Sciuridae,Spermophilus,richardsonii,342.5,0.78,6.35,1.17,92.75,11.26,72,6.06,1
Rodentia,Sciuridae,Spermophilus,franklinii,459,0.92,NA,1.39,NA,10.74,NA,7.52,1
Rodentia,Sciuridae,Spermophilus,townsendii,155,0.8,3.61,0.92,42.16,11.69,NA,7.92,1
Rodentia,Sciuridae,Spermophilus,washingtoni,203,NA,NA,1,33,12,NA,9,1
Rodentia,Sciuridae,Spermophilus,tridecemlineatus,172.67,0.92,3.24,1.07,16,11.63,NA,7.02,1.17
Rodentia,Sciuridae,Spermophilus,citellus,217,0.89,NA,1.13,NA,10.33,NA,6,1.33
Rodentia,Sciuridae,Spermophilus,variegatus,663.03,1,7.8,1.75,100,NA,NA,4.27,1.5
Rodentia,Sciuridae,Spermophilus,spilosoma,119.5,0.93,NA,NA,45,12,NA,5.92,1.75
Rodentia,Sciuridae,Sundasciurus,lowii,67,NA,NA,NA,NA,NA,NA,2.5,NA
Rodentia,Sciuridae,Sundasciurus,tenuis,75,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Sciuridae,Tamias,ochrogenys,94.1,NA,NA,NA,NA,NA,NA,3.5,NA
Rodentia,Sciuridae,Tamias,palmeri,59.7,1.1,NA,1.5,22.7,NA,NA,3.68,NA
Rodentia,Sciuridae,Tamias,siskiyou,75,NA,NA,NA,NA,NA,NA,5,NA
Rodentia,Sciuridae,Tamias,canipes,70,NA,NA,NA,NA,NA,NA,4,1
Rodentia,Sciuridae,Tamias,sonomae,75,NA,NA,0.75,NA,NA,NA,4,1
Rodentia,Sciuridae,Tamias,ruficaudus,57.29,1.03,NA,NA,NA,12,96,4.06,1
Rodentia,Sciuridae,Tamias,panamintinus,54.15,1.2,4,1.38,19.2,NA,NA,4.1,1
Rodentia,Sciuridae,Tamias,speciosus,60,NA,NA,NA,NA,12,NA,4.15,1
Rodentia,Sciuridae,Tamias,townsendii,84,0.93,3.55,1.64,34.5,11.62,123,4.33,1
Rodentia,Sciuridae,Tamias,senex,94.81,0.93,NA,NA,NA,NA,NA,4.5,1
Rodentia,Sciuridae,Tamias,minimus,44.15,0.97,2.3,1.46,NA,NA,NA,4.94,1
Rodentia,Sciuridae,Tamias,cinereicollis,62.1,1,NA,1.33,NA,NA,NA,4.95,1
Rodentia,Sciuridae,Tamias,quadrimaculatus,88.45,1.03,NA,NA,NA,11.14,NA,5.1,1
Rodentia,Sciuridae,Tamias,amoenus,48.25,0.98,2.62,1.45,19,11.73,62,5.19,1
Rodentia,Sciuridae,Tamias,sibiricus,85,1.14,4,1.3,NA,11.5,NA,4.85,1.14
Rodentia,Sciuridae,Tamias,quadrivittatus,58.13,1.05,2.6,NA,NA,11,NA,4.42,1.5
Rodentia,Sciuridae,Tamias,dorsalis,62.8,0.99,NA,NA,NA,NA,NA,5.16,1.5
Rodentia,Sciuridae,Tamias,striatus,95.7,1.03,3.5,1.17,39.55,5,96,4.22,1.53
Rodentia,Sciuridae,Tamiasciurus,douglasii,229.8,1.29,5,NA,NA,4,NA,9.78,1.5
Rodentia,Sciuridae,Tamiasciurus,hudsonicus,194.5,1.22,7,2.06,83.75,11.24,120,4.2,1.67
Rodentia,Sciuridae,Trogopterus,xanthipes,NA,2.71,NA,3.5,NA,22,144,1.55,NA
Rodentia,Sciuridae,Xerus,erythropus,502,NA,NA,1.75,NA,6,72,3.75,NA
Rodentia,Sciuridae,Xerus,inauris,588,1.54,20,1.73,NA,11.32,72,2.18,1
Rodentia,Thryonomyidae,Thryonomys,gregorianus,1880,3,NA,NA,NA,NA,NA,NA,2
Rodentia,Thryonomyidae,Thryonomys,swinderianus,3687.5,3.56,105,1,NA,10.94,52,3.83,2.33
Scandentia,Tupaiidae,Tupaia,montana,283,1.65,11,NA,NA,NA,NA,1.5,NA
Scandentia,Tupaiidae,Tupaia,minor,700,NA,NA,NA,NA,NA,NA,1.98,NA
Scandentia,Tupaiidae,Tupaia,tana,797,NA,NA,1.02,NA,NA,NA,2.17,NA
Scandentia,Tupaiidae,Tupaia,glis,159,1.52,12.94,1.17,100,4.53,149,2.44,NA
Scandentia,Tupaiidae,Tupaia,belangeri,NA,1.5,10,1.17,NA,NA,NA,2,7.5
Scandentia,Tupaiidae,Urogale,everetti,350,1.85,19.98,1.25,104.4,NA,138,1.63,NA
Scandentia,Tupaiidae,Ptilocercus,lowii,42.5,NA,10,NA,NA,NA,32,2,NA
Sirenia,Dugongidae,Dugong,dugon,479500,12.21,27500,18,NA,112.93,876,1,0.22
Sirenia,Dugongidae,Hydrodamalis,gigas,4e6,NA,NA,NA,NA,NA,NA,1,NA
Sirenia,Trichechidae,Trichechus,senegalensis,5e5,NA,NA,NA,NA,NA,NA,1,NA
Sirenia,Trichechidae,Trichechus,manatus,387500,9.94,28633.33,18,NA,49.31,528,1,0.37
Sirenia,Trichechidae,Trichechus,inunguis,48e4,10.25,12500,24,67500,36,150,1,0.5
Tubulidentata,Orycteropodidae,Orycteropus,afer,6e4,7.08,1734,3.37,6250,26,288,1.03,1
Xenarthra,Bradypodidae,Bradypus,torquatus,3900,NA,NA,NA,NA,NA,144,1,NA
Xenarthra,Bradypodidae,Bradypus,variegatus,4860,5.37,290,1.05,NA,37.42,NA,1,1
Xenarthra,Bradypodidae,Bradypus,tridactylus,3770,4.63,NA,1.25,NA,3.53,480,1,1
Xenarthra,Dasypodidae,Cabassous,centralis,2750,NA,NA,NA,NA,NA,NA,1,NA
Xenarthra,Dasypodidae,Chaetophractus,nationi,2150,NA,NA,NA,NA,NA,NA,1.5,NA
Xenarthra,Dasypodidae,Chaetophractus,villosus,2020,2.18,131.4,1.83,NA,9,282,1.65,1
Xenarthra,Dasypodidae,Dasypus,kappleri,10150,NA,NA,NA,NA,NA,NA,2,NA
Xenarthra,Dasypodidae,Dasypus,sabanicola,1150,3,NA,NA,NA,NA,NA,4,NA
Xenarthra,Dasypodidae,Dasypus,hybridus,1500,4,NA,NA,NA,NA,NA,4,NA
Xenarthra,Dasypodidae,Dasypus,septemcinctus,1475,4.34,NA,NA,NA,9,NA,6,NA
Xenarthra,Dasypodidae,Dasypus,novemcinctus,4300,4.36,66.33,4.5,NA,13.33,268,4,1
Xenarthra,Dasypodidae,Euphractus,sexcinctus,4600,2.09,105,1.02,420,9,226,1.75,NA
Xenarthra,Dasypodidae,Priodontes,maximus,5e4,4,113,1.25,NA,10.5,156,1.5,NA
Xenarthra,Dasypodidae,Tolypeutes,matacus,1225,4.75,99,1.72,NA,NA,NA,1,1
Xenarthra,Dasypodidae,Zaedyus,pichiy,1500,2,105,1.5,NA,10.5,108,2,NA
Xenarthra,Megalonychidae,Choloepus,hoffmanni,4750,9.41,387.25,0.69,NA,30.12,385,1,0.7
Xenarthra,Megalonychidae,Choloepus,didactylus,6070,8.67,354.77,2.5,NA,36,333,1.5,1
Xenarthra,Myrmecophagidae,Cyclopes,didactylus,5070,8.92,NA,5,NA,NA,NA,1,NA
Xenarthra,Myrmecophagidae,Myrmecophaga,tridactyla,28500,6.19,1491.17,1.83,NA,39,310,1,1.17
Xenarthra,Myrmecophagidae,Tamandua,tetradactyla,5030,5.22,NA,NA,NA,12,114,1,1.35
